nama_kategori,nama_produk,tgl_transaksi,nama_cabang,nilai_jual,jumlah_unit
Makanan & Minuman,telur ayam ras 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,1077300,95
Makanan & Minuman,telur ayam kampung 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,2332440,124
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-01-03 00:00:00,PHI Mini Market - Makassar 01,6583980,69
Makanan & Minuman,air mineral 600 ml,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,200400,167
Makanan & Minuman,jus kesehatan 600 ml,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,871220,98
Makanan & Minuman,nasi goreng instant (1 ons),2008-01-03 00:00:00,PHI Mini Market - Makassar 01,841770,141
Makanan & Minuman,snack gurih 1 ons,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,441840,84
Makanan & Minuman,kacang goreng 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,1352610,113
Makanan & Minuman,kacang mete 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,6009500,85
Makanan & Minuman,markisa 600 ml,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,2244800,160
Makanan & Minuman,bumbu fried chicken,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,2499990,167
Makanan & Minuman,susu kotak 1 l,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,1215120,122
Makanan & Minuman,minuman probiotik,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,48600,54
Buah,jeruk 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,1120650,93
Buah,apel 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,1613680640,29696
Buah,alpukat 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,948280,157
Buah,belimbing 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,505260,126
Buah,durian 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,2177700,122
Buah,kelapa muda,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,530250,105
Buah,mangga 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,1466800,95
Buah,Manggis 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,1787120,89
Buah,nenas 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,806520,132
Buah,nangka 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,167270400,5632
Buah,pepaya 1 buah,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,621180,126
Buah,pisang 1 sisir,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,486000,81
Buah,rambutan 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,370600,68
Buah,salak 1 kg,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,1605000,107
Buah,semangka 1 buah,2008-01-03 00:00:00,PHI Mini Market - Makassar 01,1438800,110
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,1185080,106
Sayur-Sayuran,buncis 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,234840,38
Sayur-Sayuran,kacang panjang 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,421200,52
Sayur-Sayuran,kacang hijau 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,895860,126
Sayur-Sayuran,kentang 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,76016640,9408
Sayur-Sayuran,ketimun 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,322920,69
Sayur-Sayuran,kobis 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,118720,112
Sayur-Sayuran,tomat 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,413850,89
Sayur-Sayuran,ubi kayu basah 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,68200,62
Sayur-Sayuran,ubi jalar 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,160480,136
Sayur-Sayuran,wortel 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,540540,154
Makanan & Minuman,susu kotak (800 ml),2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,1950930,159
Makanan & Minuman,telur ayam ras 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,1239700,110
Makanan & Minuman,telur ayam kampung 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,2267540,121
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,4838500,50
Makanan & Minuman,air mineral 600 ml,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,174930,147
Makanan & Minuman,jus kesehatan 600 ml,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,777780,87
Makanan & Minuman,nasi goreng instant (1 ons),2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,506520,84
Makanan & Minuman,snack gurih 1 ons,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,503040,96
Makanan & Minuman,kacang goreng 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,687990,57
Makanan & Minuman,kacang mete 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,6623400,95
Makanan & Minuman,markisa 600 ml,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,719610,51
Makanan & Minuman,bumbu fried chicken,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,1294560,87
Makanan & Minuman,susu kotak 1 l,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,718560,72
Makanan & Minuman,minuman probiotik,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,95040,108
Buah,jeruk 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,1945040,164
Buah,apel 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,858880000,15616
Buah,alpukat 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,300000,50
Buah,belimbing 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,397000,100
Buah,durian 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,2532360,141
Buah,kelapa muda,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,457730,91
Buah,mangga 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,1279030,83
Buah,Manggis 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,1543080,77
Buah,nenas 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,378200,62
Buah,nangka 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,194664960,6528
Buah,pepaya 1 buah,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,873480,174
Buah,pisang 1 sisir,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,577920,96
Buah,rambutan 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,395660,73
Buah,salak 1 kg,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,1427850,95
Buah,semangka 1 buah,2008-01-03 00:00:00,PHI Mini Market - Jakarta Pusat 01,1104600,84
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,1180840,106
Sayur-Sayuran,buncis 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,650840,106
Sayur-Sayuran,kacang panjang 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,592000,74
Sayur-Sayuran,kacang hijau 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,1045170,147
Sayur-Sayuran,kentang 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,76224000,9600
Sayur-Sayuran,ketimun 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,700720,152
Sayur-Sayuran,kobis 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,97650,93
Sayur-Sayuran,tomat 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,548730,117
Sayur-Sayuran,ubi kayu basah 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,122100,110
Sayur-Sayuran,ubi jalar 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,93600,78
Sayur-Sayuran,wortel 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,381240,108
Makanan & Minuman,susu kotak (800 ml),2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,617100,51
Makanan & Minuman,telur ayam ras 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,1840230,161
Makanan & Minuman,telur ayam kampung 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,1627980,86
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,7644830,79
Makanan & Minuman,air mineral 600 ml,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,145180,122
Makanan & Minuman,jus kesehatan 600 ml,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,1501920,168
Makanan & Minuman,nasi goreng instant (1 ons),2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,474000,79
Makanan & Minuman,snack gurih 1 ons,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,738840,141
Makanan & Minuman,kacang goreng 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,1062160,88
Makanan & Minuman,kacang mete 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,5271000,75
Makanan & Minuman,markisa 600 ml,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,1114690,79
Makanan & Minuman,bumbu fried chicken,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,2808720,188
Makanan & Minuman,susu kotak 1 l,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,1087820,109
Makanan & Minuman,minuman probiotik,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,94160,107
Buah,jeruk 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,1120650,93
Buah,apel 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,465076480,8576
Buah,alpukat 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,321840,54
Buah,belimbing 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,316790,79
Buah,durian 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,1370280,76
Buah,kelapa muda,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,209580,42
Buah,mangga 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,2151420,138
Buah,Manggis 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,2260000,113
Buah,nenas 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,519440,86
Buah,nangka 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,294497280,9856
Buah,pepaya 1 buah,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,386540,77
Buah,pisang 1 sisir,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,1010620,169
Buah,rambutan 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,693000,126
Buah,salak 1 kg,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,1315440,87
Buah,semangka 1 buah,2008-01-03 00:00:00,PHI Mini Market - Surabaya 01,1713480,131
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,845880,76
Sayur-Sayuran,buncis 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,372000,60
Sayur-Sayuran,kacang panjang 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,1622060,202
Sayur-Sayuran,kacang hijau 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,715000,100
Sayur-Sayuran,kentang 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,46533760,5824
Sayur-Sayuran,ketimun 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,279380,61
Sayur-Sayuran,kobis 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,35640,33
Sayur-Sayuran,tomat 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,459620,98
Sayur-Sayuran,ubi kayu basah 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,140970,127
Sayur-Sayuran,ubi jalar 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,124950,105
Sayur-Sayuran,wortel 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,589510,167
Makanan & Minuman,susu kotak (800 ml),2008-01-04 00:00:00,PHI Mini Market - Makassar 01,947100,77
Makanan & Minuman,telur ayam ras 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,892700,79
Makanan & Minuman,telur ayam kampung 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,1618400,85
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-01-04 00:00:00,PHI Mini Market - Makassar 01,15579970,161
Makanan & Minuman,air mineral 600 ml,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,100800,84
Makanan & Minuman,jus kesehatan 600 ml,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,724800,80
Makanan & Minuman,nasi goreng instant (1 ons),2008-01-04 00:00:00,PHI Mini Market - Makassar 01,627900,105
Makanan & Minuman,snack gurih 1 ons,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,366100,70
Makanan & Minuman,kacang goreng 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,1380860,113
Makanan & Minuman,kacang mete 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,9917600,140
Makanan & Minuman,markisa 600 ml,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,1561280,112
Makanan & Minuman,bumbu fried chicken,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,1367730,91
Makanan & Minuman,susu kotak 1 l,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,756960,76
Makanan & Minuman,minuman probiotik,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,91800,102
Buah,jeruk 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,1357440,112
Buah,apel 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,1521625600,27392
Buah,alpukat 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,794620,134
Buah,belimbing 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,676000,169
Buah,durian 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,1672560,92
Buah,kelapa muda,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,350740,71
Buah,mangga 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,993920,64
Buah,Manggis 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,1927680,96
Buah,nenas 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,438080,74
Buah,nangka 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,162228480,5312
Buah,pepaya 1 buah,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,621250,125
Buah,pisang 1 sisir,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,649080,108
Buah,rambutan 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,515850,95
Buah,salak 1 kg,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,2499960,166
Buah,semangka 1 buah,2008-01-04 00:00:00,PHI Mini Market - Makassar 01,1091400,85
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,229950,21
Sayur-Sayuran,buncis 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,778750,125
Sayur-Sayuran,kacang panjang 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,995720,124
Sayur-Sayuran,kacang hijau 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,502680,71
Sayur-Sayuran,kentang 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,73184640,9024
Sayur-Sayuran,ketimun 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,652400,140
Sayur-Sayuran,kobis 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,104760,97
Sayur-Sayuran,tomat 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,532000,112
Sayur-Sayuran,ubi kayu basah 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,103400,94
Sayur-Sayuran,ubi jalar 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,113050,95
Sayur-Sayuran,wortel 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,578920,164
Makanan & Minuman,susu kotak (800 ml),2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,575750,47
Makanan & Minuman,telur ayam ras 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,1431290,127
Makanan & Minuman,telur ayam kampung 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,1811650,95
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,13477440,139
Makanan & Minuman,air mineral 600 ml,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,195160,164
Makanan & Minuman,jus kesehatan 600 ml,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,1273230,141
Makanan & Minuman,nasi goreng instant (1 ons),2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,555540,94
Makanan & Minuman,snack gurih 1 ons,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,183050,35
Makanan & Minuman,kacang goreng 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,849800,70
Makanan & Minuman,kacang mete 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,5394480,76
Makanan & Minuman,markisa 600 ml,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,1918960,136
Makanan & Minuman,bumbu fried chicken,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,2469840,164
Makanan & Minuman,susu kotak 1 l,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,1185240,119
Makanan & Minuman,minuman probiotik,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,168300,187
Buah,jeruk 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,873810,73
Buah,apel 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,337244160,6144
Buah,alpukat 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,910350,153
Buah,belimbing 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,396900,98
Buah,durian 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,1368000,76
Buah,kelapa muda,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,341550,69
Buah,mangga 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,496960,32
Buah,Manggis 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,2068240,103
Buah,nenas 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,412620,69
Buah,nangka 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,142963200,4672
Buah,pepaya 1 buah,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,444600,90
Buah,pisang 1 sisir,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,570580,94
Buah,rambutan 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,730300,134
Buah,salak 1 kg,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,1636800,110
Buah,semangka 1 buah,2008-01-04 00:00:00,PHI Mini Market - Jakarta Pusat 01,2249000,173
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,1902320,172
Sayur-Sayuran,buncis 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,967120,154
Sayur-Sayuran,kacang panjang 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,821130,101
Sayur-Sayuran,kacang hijau 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,965250,135
Sayur-Sayuran,kentang 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,13428480,1664
Sayur-Sayuran,ketimun 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,431520,93
Sayur-Sayuran,kobis 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,119900,110
Sayur-Sayuran,tomat 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,198660,42
Sayur-Sayuran,ubi kayu basah 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,72600,66
Sayur-Sayuran,ubi jalar 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,55930,47
Sayur-Sayuran,wortel 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,371280,104
Makanan & Minuman,susu kotak (800 ml),2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,535920,44
Makanan & Minuman,telur ayam ras 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,999470,89
Makanan & Minuman,telur ayam kampung 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,3152420,163
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,12435200,128
Makanan & Minuman,air mineral 600 ml,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,136800,114
Makanan & Minuman,jus kesehatan 600 ml,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,1092630,121
Makanan & Minuman,nasi goreng instant (1 ons),2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,473600,80
Makanan & Minuman,snack gurih 1 ons,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,810650,155
Makanan & Minuman,kacang goreng 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,1030200,85
Makanan & Minuman,kacang mete 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,8801520,124
Makanan & Minuman,markisa 600 ml,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,1363820,97
Makanan & Minuman,bumbu fried chicken,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,2140710,143
Makanan & Minuman,susu kotak 1 l,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,836640,84
Makanan & Minuman,minuman probiotik,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,69420,78
Buah,jeruk 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,1677730,139
Buah,apel 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,718150400,12928
Buah,alpukat 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,1042260,174
Buah,belimbing 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,545360,136
Buah,durian 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,1470150,81
Buah,kelapa muda,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,693610,139
Buah,mangga 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,1302000,84
Buah,Manggis 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,2084160,104
Buah,nenas 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,405960,68
Buah,nangka 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,202475520,6656
Buah,pepaya 1 buah,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,792120,161
Buah,pisang 1 sisir,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,340480,56
Buah,rambutan 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,602730,111
Buah,salak 1 kg,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,586170,39
Buah,semangka 1 buah,2008-01-04 00:00:00,PHI Mini Market - Surabaya 01,1683450,129
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-01-05 00:00:00,PHI Mini Market - Makassar 01,2022050,185
Sayur-Sayuran,buncis 1 kg,2008-01-05 00:00:00,PHI Mini Market - Makassar 01,1114200,180
Sayur-Sayuran,kacang panjang 1 kg,2008-01-05 00:00:00,PHI Mini Market - Makassar 01,515450,65
Sayur-Sayuran,kacang hijau 1 kg,2008-01-05 00:00:00,PHI Mini Market - Makassar 01,388800,54
Sayur-Sayuran,kentang 1 kg,2008-01-05 00:00:00,PHI Mini Market - Makassar 01,45056000,5632
Sayur-Sayuran,ketimun 1 kg,2008-01-05 00:00:00,PHI Mini Market - Makassar 01,302250,65
Sayur-Sayuran,kobis 1 kg,2008-01-05 00:00:00,PHI Mini Market - Makassar 01,99190,91
Sayur-Sayuran,tomat 1 kg,2008-01-05 00:00:00,PHI Mini Market - Makassar 01,424800,90
Sayur-Sayuran,ubi kayu basah 1 kg,2008-01-05 00:00:00,PHI Mini Market - Makassar 01,102120,92
Sayur-Sayuran,ubi jalar 1 kg,2008-01-05 00:00:00,PHI Mini Market - Makassar 01,70800,59
Sayur-Sayuran,wortel 1 kg,2008-01-05 00:00:00,PHI Mini Market - Makassar 01,254880,72
Makanan & Minuman,susu kotak (800 ml),2008-01-05 00:00:00,PHI Mini Market - Makassar 01,868000,70
Makanan & Minuman,telur ayam ras 1 kg,2008-01-05 00:00:00,PHI Mini Market - Makassar 01,2512770,221
Makanan & Minuman,telur ayam kampung 1 kg,2008-01-05 00:00:00,PHI Mini Market - Makassar 01,2359720,124
